Student with hard logits approach
Step 12175: loss = 2.95491
Step 12180: loss = 2.83736
Step 12185: loss = 2.80004
Step 12190: loss = 2.86868
Step 12195: loss = 2.43693
Step 12200: loss = 2.64753
Step 12205: loss = 2.53662
Step 12210: loss = 2.71029
Step 12215: loss = 2.96262
Step 12220: loss = 2.57522
Step 12225: loss = 2.63182
Step 12230: loss = 2.54514
Step 12235: loss = 2.70046
Step 12240: loss = 2.86322
Step 12245: loss = 2.63200
Step 12250: loss = 2.65589
Step 12255: loss = 2.65326
Step 12260: loss = 2.61219
Step 12265: loss = 2.81170
Step 12270: loss = 2.76542
Step 12275: loss = 2.85383
Step 12280: loss = 2.71180
Step 12285: loss = 2.70669
Step 12290: loss = 2.95315
Step 12295: loss = 2.63499
Step 12300: loss = 2.49017
Step 12305: loss = 2.58853
Step 12310: loss = 2.71759
Step 12315: loss = 2.91135
Step 12320: loss = 2.48002
Step 12325: loss = 2.75542
Step 12330: loss = 2.80640
Step 12335: loss = 2.76261
Step 12340: loss = 2.68920
Step 12345: loss = 2.47888
Step 12350: loss = 2.61616
Step 12355: loss = 2.78615
Step 12360: loss = 2.74872
Step 12365: loss = 2.63914
Step 12370: loss = 2.73356
Step 12375: loss = 2.89522
Step 12380: loss = 2.59392
Step 12385: loss = 2.66663
Step 12390: loss = 2.68076
Step 12395: loss = 2.53772
Step 12400: loss = 2.92988
Step 12405: loss = 2.47567
Step 12410: loss = 2.79634
Step 12415: loss = 2.61418
Step 12420: loss = 2.76314
Step 12425: loss = 2.97577
Step 12430: loss = 2.66369
Step 12435: loss = 2.84050
Step 12440: loss = 2.68292
Step 12445: loss = 2.64129
Step 12450: loss = 2.43207
Step 12455: loss = 2.65465
Step 12460: loss = 2.63807
Step 12465: loss = 2.67100
Step 12470: loss = 2.72445
Step 12475: loss = 2.58396
Step 12480: loss = 2.67706
Training Data Eval:
  Num examples: 49920, Num correct: 6629, Precision @ 1: 0.1328
('Testing Data Eval: EPOCH->', 33)
  Num examples: 9984, Num correct: 1321, Precision @ 1: 0.1323
Step 12485: loss = 2.76040
Step 12490: loss = 2.55984
Step 12495: loss = 2.71634
Step 12500: loss = 2.59271
Step 12505: loss = 2.60353
Step 12510: loss = 2.68560
Step 12515: loss = 2.64821
Step 12520: loss = 2.77491
Step 12525: loss = 2.49801
Step 12530: loss = 2.80065
Step 12535: loss = 2.75618
Step 12540: loss = 2.75364
Step 12545: loss = 2.61341
Step 12550: loss = 2.55371
Step 12555: loss = 2.70097
Step 12560: loss = 2.99780
Step 12565: loss = 2.90973
Step 12570: loss = 2.58792
Step 12575: loss = 2.62821
Step 12580: loss = 2.77313
Step 12585: loss = 2.65907
Step 12590: loss = 2.75659
Step 12595: loss = 2.69133
Step 12600: loss = 2.71920
Step 12605: loss = 2.58209
Step 12610: loss = 2.86379
Step 12615: loss = 2.68046
Step 12620: loss = 2.66597
Step 12625: loss = 2.70328
Step 12630: loss = 2.47512
Step 12635: loss = 2.72902
Step 12640: loss = 2.55033
Step 12645: loss = 2.44805
Step 12650: loss = 2.77890
Step 12655: loss = 2.66167
Step 12660: loss = 2.62218
Step 12665: loss = 2.55319
Step 12670: loss = 2.68463
Step 12675: loss = 2.63760
Step 12680: loss = 2.63568
Step 12685: loss = 2.81189
Step 12690: loss = 2.64250
Step 12695: loss = 2.82887
Step 12700: loss = 2.76132
Step 12705: loss = 2.71706
Step 12710: loss = 2.81525
Step 12715: loss = 2.68981
Step 12720: loss = 2.94188
Step 12725: loss = 2.93508
Step 12730: loss = 2.67717
Step 12735: loss = 2.76301
Step 12740: loss = 2.79927
Step 12745: loss = 2.84057
Step 12750: loss = 2.76236
Step 12755: loss = 2.68305
Step 12760: loss = 2.78374
Step 12765: loss = 2.72462
Step 12770: loss = 2.54525
Step 12775: loss = 2.95825
Step 12780: loss = 2.76175
Step 12785: loss = 2.99254
Step 12790: loss = 2.81814
Step 12795: loss = 2.77090
Step 12800: loss = 2.78964
Step 12805: loss = 2.83913
Step 12810: loss = 2.69652
Step 12815: loss = 2.74108
Step 12820: loss = 2.42529
Step 12825: loss = 2.61550
Step 12830: loss = 2.82493
Step 12835: loss = 2.75060
Step 12840: loss = 2.74464
Step 12845: loss = 2.91316
Step 12850: loss = 2.89204
Step 12855: loss = 2.96085
Step 12860: loss = 2.81596
Step 12865: loss = 2.73678
Step 12870: loss = 2.55334
Training Data Eval:
  Num examples: 49920, Num correct: 6231, Precision @ 1: 0.1248
('Testing Data Eval: EPOCH->', 34)
  Num examples: 9984, Num correct: 1333, Precision @ 1: 0.1335
Step 12875: loss = 2.65920
Step 12880: loss = 2.68611
Step 12885: loss = 2.62905
Step 12890: loss = 2.80885
Step 12895: loss = 3.05229
Step 12900: loss = 2.87986
Step 12905: loss = 2.55613
Step 12910: loss = 2.54941
Step 12915: loss = 2.83626
Step 12920: loss = 2.93964
Step 12925: loss = 2.62101
Step 12930: loss = 2.62693
Step 12935: loss = 2.54484
Step 12940: loss = 2.62588
Step 12945: loss = 2.95505
Step 12950: loss = 2.90906
Step 12955: loss = 2.77532
Step 12960: loss = 2.77224
Step 12965: loss = 2.62567
Step 12970: loss = 2.71509
Step 12975: loss = 2.84032
Step 12980: loss = 2.70500
Step 12985: loss = 2.61645
Step 12990: loss = 2.82555
Step 12995: loss = 2.94743
Step 13000: loss = 2.46647
Step 13005: loss = 2.84480
Step 13010: loss = 2.88673
Step 13015: loss = 2.88255
Step 13020: loss = 2.91710
Step 13025: loss = 2.85270
Step 13030: loss = 2.79413
Step 13035: loss = 2.99944
Step 13040: loss = 2.91622
Step 13045: loss = 2.64347
Step 13050: loss = 2.87323
Step 13055: loss = 2.82691
Step 13060: loss = 2.64496
Step 13065: loss = 2.51576
Step 13070: loss = 2.91843
Step 13075: loss = 2.76330
Step 13080: loss = 2.84054
Step 13085: loss = 2.99966
Step 13090: loss = 2.76893
Step 13095: loss = 2.80359
Step 13100: loss = 2.87685
Step 13105: loss = 2.66814
Step 13110: loss = 2.71031
Step 13115: loss = 2.58497
Step 13120: loss = 2.76796
Step 13125: loss = 2.86021
Step 13130: loss = 2.93863
Step 13135: loss = 2.78263
Step 13140: loss = 2.75762
Step 13145: loss = 2.97382
Step 13150: loss = 2.77982
Step 13155: loss = 2.95289
Step 13160: loss = 2.78109
Step 13165: loss = 2.86217
Step 13170: loss = 2.58883
Step 13175: loss = 3.01748
Step 13180: loss = 2.69772
Step 13185: loss = 2.63645
Step 13190: loss = 2.85922
Step 13195: loss = 2.53447
Step 13200: loss = 2.68033
Step 13205: loss = 2.99603
Step 13210: loss = 2.78364
Step 13215: loss = 2.85040
Step 13220: loss = 2.69757
Step 13225: loss = 2.70401
Step 13230: loss = 2.61114
Step 13235: loss = 2.82888
Step 13240: loss = 2.55155
Step 13245: loss = 2.64006
Step 13250: loss = 2.81338
Step 13255: loss = 2.70929
Step 13260: loss = 2.87101
Training Data Eval:
  Num examples: 49920, Num correct: 6445, Precision @ 1: 0.1291
('Testing Data Eval: EPOCH->', 35)
  Num examples: 9984, Num correct: 1297, Precision @ 1: 0.1299
Step 13265: loss = 2.67749
Step 13270: loss = 2.76418
Step 13275: loss = 2.89630
Step 13280: loss = 2.57361
Step 13285: loss = 2.60314
Step 13290: loss = 2.83417
Step 13295: loss = 2.86656
Step 13300: loss = 2.60329
Step 13305: loss = 2.61137
Step 13310: loss = 2.78611
Step 13315: loss = 2.65690
Step 13320: loss = 2.53413
Step 13325: loss = 2.99335
Step 13330: loss = 2.70552
Step 13335: loss = 2.82165
Step 13340: loss = 2.65110
Step 13345: loss = 2.83394
Step 13350: loss = 2.68076
Step 13355: loss = 2.69998
Step 13360: loss = 2.68089
Step 13365: loss = 2.79536
Step 13370: loss = 2.57850
Step 13375: loss = 2.70467
Step 13380: loss = 2.56624
Step 13385: loss = 2.73666
Step 13390: loss = 2.85835
Step 13395: loss = 2.71019
Step 13400: loss = 2.63059
Step 13405: loss = 2.65382
Step 13410: loss = 2.51299
Step 13415: loss = 2.65171
Step 13420: loss = 2.81583
Step 13425: loss = 2.68235
Step 13430: loss = 2.58657
Step 13435: loss = 2.87774
Step 13440: loss = 2.67599
Step 13445: loss = 2.71208
Step 13450: loss = 2.66662
Step 13455: loss = 2.65871
Step 13460: loss = 2.78164
Step 13465: loss = 2.68405
Step 13470: loss = 2.89366
Step 13475: loss = 2.77621
Step 13480: loss = 2.94513
Step 13485: loss = 2.91146
Step 13490: loss = 2.68261
Step 13495: loss = 2.45394
Step 13500: loss = 2.71107
Step 13505: loss = 2.70133
Step 13510: loss = 2.79548
Step 13515: loss = 2.87878
Step 13520: loss = 2.80333
Step 13525: loss = 2.80950
Step 13530: loss = 2.66395
Step 13535: loss = 2.96630
Step 13540: loss = 2.79917
Step 13545: loss = 2.84168
Step 13550: loss = 2.63688
Step 13555: loss = 2.74706
Step 13560: loss = 2.75250
Step 13565: loss = 2.91641
Step 13570: loss = 2.58676
Step 13575: loss = 2.99524
Step 13580: loss = 2.69881
Step 13585: loss = 2.84986
Step 13590: loss = 2.75095
Step 13595: loss = 2.73715
Step 13600: loss = 2.52944
Step 13605: loss = 2.77680
Step 13610: loss = 2.69388
Step 13615: loss = 2.55305
Step 13620: loss = 2.57233
Step 13625: loss = 2.71366
Step 13630: loss = 2.70430
Step 13635: loss = 2.78040
Step 13640: loss = 2.89490
Step 13645: loss = 2.61130
Step 13650: loss = 2.70124
Training Data Eval:
  Num examples: 49920, Num correct: 6459, Precision @ 1: 0.1294
('Testing Data Eval: EPOCH->', 36)
  Num examples: 9984, Num correct: 1342, Precision @ 1: 0.1344
Step 13655: loss = 2.71639
Step 13660: loss = 2.85707
Step 13665: loss = 2.91177
Step 13670: loss = 2.68467
Step 13675: loss = 2.88231
Step 13680: loss = 2.61789
Step 13685: loss = 2.68519
Step 13690: loss = 2.54717
Step 13695: loss = 2.55385
Step 13700: loss = 2.79427
Step 13705: loss = 2.76738
Step 13710: loss = 2.81233
Step 13715: loss = 2.81787
Step 13720: loss = 2.77991
Step 13725: loss = 2.68105
Step 13730: loss = 2.93546
Step 13735: loss = 2.64373
Step 13740: loss = 2.52938
Step 13745: loss = 2.60673
Step 13750: loss = 2.83638
Step 13755: loss = 2.86692
Step 13760: loss = 2.69612
Step 13765: loss = 2.67358
Step 13770: loss = 2.71521
Step 13775: loss = 2.54191
Step 13780: loss = 2.71496
Step 13785: loss = 2.96842
Step 13790: loss = 2.76189
Step 13795: loss = 2.75272
Step 13800: loss = 2.75949
Step 13805: loss = 2.54155
Step 13810: loss = 3.10347
Step 13815: loss = 2.89178
Step 13820: loss = 2.40017
Step 13825: loss = 2.41425
Step 13830: loss = 2.83220
Step 13835: loss = 2.61304
Step 13840: loss = 2.75588
Step 13845: loss = 2.66979
Step 13850: loss = 2.59118
Step 13855: loss = 2.63498
Step 13860: loss = 2.82291
Step 13865: loss = 2.81210
Step 13870: loss = 2.63255
Step 13875: loss = 2.91266
Step 13880: loss = 2.58013
Step 13885: loss = 3.02242
Step 13890: loss = 3.13997
Step 13895: loss = 2.85504
Step 13900: loss = 2.66690
Step 13905: loss = 2.84214
Step 13910: loss = 2.81704
Step 13915: loss = 2.61800
Step 13920: loss = 2.69256
Step 13925: loss = 2.75137
Step 13930: loss = 2.90250
Step 13935: loss = 2.64653
Step 13940: loss = 2.63202
Step 13945: loss = 2.67256
Step 13950: loss = 2.82907
Step 13955: loss = 2.85053
Step 13960: loss = 2.68815
Step 13965: loss = 2.63268
Step 13970: loss = 2.70879
Step 13975: loss = 2.60240
Step 13980: loss = 2.82452
Step 13985: loss = 2.54511
Step 13990: loss = 2.70689
Step 13995: loss = 2.60785
Step 14000: loss = 2.64076
Step 14005: loss = 2.71869
Step 14010: loss = 2.69869
Step 14015: loss = 2.67115
Step 14020: loss = 2.76104
Step 14025: loss = 2.81827
Step 14030: loss = 2.81472
Step 14035: loss = 2.98106
Step 14040: loss = 2.78968
Training Data Eval:
  Num examples: 49920, Num correct: 6169, Precision @ 1: 0.1236
('Testing Data Eval: EPOCH->', 37)
  Num examples: 9984, Num correct: 1284, Precision @ 1: 0.1286
Step 14045: loss = 2.60735
Step 14050: loss = 2.62746
Step 14055: loss = 2.52860
Step 14060: loss = 2.74778
Step 14065: loss = 2.64659
Step 14070: loss = 2.74500
Step 14075: loss = 2.84971
Step 14080: loss = 2.70262
Step 14085: loss = 2.75614
Step 14090: loss = 2.79341
Step 14095: loss = 2.74365
Step 14100: loss = 2.90690
Step 14105: loss = 2.80428
Step 14110: loss = 2.66432
Step 14115: loss = 2.52631
Step 14120: loss = 2.66580
Step 14125: loss = 3.04079
Step 14130: loss = 2.72806
Step 14135: loss = 2.68757
Step 14140: loss = 2.74878
Step 14145: loss = 2.86216
Step 14150: loss = 2.58062
Step 14155: loss = 2.70419
Step 14160: loss = 2.67966
Step 14165: loss = 2.80185
Step 14170: loss = 2.74871
Step 14175: loss = 2.67794
Step 14180: loss = 2.73845
Step 14185: loss = 2.77320
Step 14190: loss = 2.85172
Step 14195: loss = 2.56201
Step 14200: loss = 2.75420
Step 14205: loss = 2.82306
Step 14210: loss = 2.80145
Step 14215: loss = 2.70033
Step 14220: loss = 2.77140
Step 14225: loss = 2.90632
Step 14230: loss = 2.65965
Step 14235: loss = 2.61130
Step 14240: loss = 2.79703
Step 14245: loss = 2.75891
Step 14250: loss = 2.79273
Step 14255: loss = 2.70169
Step 14260: loss = 2.86533
Step 14265: loss = 3.04872
Step 14270: loss = 2.61197
Step 14275: loss = 2.69151
Step 14280: loss = 2.70285
Step 14285: loss = 3.05344
Step 14290: loss = 2.60415
Step 14295: loss = 2.52135
Step 14300: loss = 2.68877
Step 14305: loss = 2.68319
Step 14310: loss = 2.56124
Step 14315: loss = 2.87508
Step 14320: loss = 2.73881
Step 14325: loss = 2.66812
Step 14330: loss = 2.74470
Step 14335: loss = 2.72178
Step 14340: loss = 2.60214
Step 14345: loss = 2.57074
Step 14350: loss = 2.80405
Step 14355: loss = 2.59799
Step 14360: loss = 2.65401
Step 14365: loss = 2.74918
Step 14370: loss = 2.68133
Step 14375: loss = 2.80750
Step 14380: loss = 2.60057
Step 14385: loss = 2.79259
Step 14390: loss = 2.88177
Step 14395: loss = 2.79165
Step 14400: loss = 2.95376
Step 14405: loss = 2.87234
Step 14410: loss = 2.65523
Step 14415: loss = 2.75176
Step 14420: loss = 2.54362
Step 14425: loss = 2.52212
Step 14430: loss = 2.63657
Training Data Eval:
  Num examples: 49920, Num correct: 6484, Precision @ 1: 0.1299
('Testing Data Eval: EPOCH->', 38)
  Num examples: 9984, Num correct: 1332, Precision @ 1: 0.1334
Step 14435: loss = 2.85772
Step 14440: loss = 2.75826
Step 14445: loss = 2.64158
Step 14450: loss = 2.69864
Step 14455: loss = 2.72800
Step 14460: loss = 2.90829
Step 14465: loss = 2.70702
Step 14470: loss = 2.63961
Step 14475: loss = 2.51111
Step 14480: loss = 2.78292
Step 14485: loss = 2.52086
Step 14490: loss = 2.63251
Step 14495: loss = 2.54741
Step 14500: loss = 2.59552
Step 14505: loss = 2.62916
Step 14510: loss = 2.68356
Step 14515: loss = 2.77286
Step 14520: loss = 2.68556
Step 14525: loss = 2.62488
Step 14530: loss = 2.78776
Step 14535: loss = 2.89535
Step 14540: loss = 2.90391
Step 14545: loss = 2.77748
Step 14550: loss = 2.64858
Step 14555: loss = 2.51728
Step 14560: loss = 2.63471
Step 14565: loss = 2.83450
Step 14570: loss = 2.69511
Step 14575: loss = 2.47862
Step 14580: loss = 2.79316
Step 14585: loss = 2.92041
Step 14590: loss = 2.76801
Step 14595: loss = 2.80584
Step 14600: loss = 2.56020
Step 14605: loss = 2.50996
Step 14610: loss = 3.03450
Step 14615: loss = 2.97073
Step 14620: loss = 2.58635
Step 14625: loss = 2.76709
Step 14630: loss = 2.58672
Step 14635: loss = 2.84141
Step 14640: loss = 2.67350
Step 14645: loss = 2.66545
Step 14650: loss = 2.78450
Step 14655: loss = 2.74934
Step 14660: loss = 2.76873
Step 14665: loss = 2.36878
Step 14670: loss = 2.80818
Step 14675: loss = 2.82048
Step 14680: loss = 2.72325
Step 14685: loss = 2.76449
Step 14690: loss = 2.71875
Step 14695: loss = 2.85902
Step 14700: loss = 2.88654
Step 14705: loss = 2.75447
Step 14710: loss = 2.71291
Step 14715: loss = 2.63837
Step 14720: loss = 2.59880
Step 14725: loss = 2.60978
Step 14730: loss = 2.72450
Step 14735: loss = 2.84396
Step 14740: loss = 2.62987
Step 14745: loss = 2.70016
Step 14750: loss = 2.66714
Step 14755: loss = 2.78519
Step 14760: loss = 2.85675
Step 14765: loss = 2.57226
Step 14770: loss = 2.58106
Step 14775: loss = 2.80495
Step 14780: loss = 2.69649
Step 14785: loss = 2.75911
Step 14790: loss = 2.59384
Step 14795: loss = 2.91104
Step 14800: loss = 2.73926
Step 14805: loss = 2.83333
Step 14810: loss = 2.64842
Step 14815: loss = 2.51116
Step 14820: loss = 2.72027
Training Data Eval:
  Num examples: 49920, Num correct: 6733, Precision @ 1: 0.1349
('Testing Data Eval: EPOCH->', 39)
  Num examples: 9984, Num correct: 1320, Precision @ 1: 0.1322
Step 14825: loss = 2.76662
Step 14830: loss = 2.80281
Step 14835: loss = 2.91632
Step 14840: loss = 2.40221
Step 14845: loss = 2.68966
Step 14850: loss = 3.01594
Step 14855: loss = 2.50256
Step 14860: loss = 2.68753
Step 14865: loss = 2.56225
Step 14870: loss = 2.87571
Step 14875: loss = 2.51686
Step 14880: loss = 2.65198
Step 14885: loss = 2.89255
Step 14890: loss = 2.87916
Step 14895: loss = 2.82587
Step 14900: loss = 2.66194
Step 14905: loss = 2.80850
Step 14910: loss = 2.74470
Step 14915: loss = 2.60462
Step 14920: loss = 2.51851
Step 14925: loss = 2.67240
Step 14930: loss = 2.56706
Step 14935: loss = 2.84908
Step 14940: loss = 2.85801
Step 14945: loss = 2.60669
Step 14950: loss = 2.72163
Step 14955: loss = 2.77338
Step 14960: loss = 2.59453
Step 14965: loss = 2.68941
Step 14970: loss = 2.99298
Step 14975: loss = 2.84764
Step 14980: loss = 2.63927
Step 14985: loss = 2.84865
Step 14990: loss = 2.76860
Step 14995: loss = 2.80431
Step 15000: loss = 2.63382
Step 15005: loss = 2.74492
Step 15010: loss = 2.68237
Step 15015: loss = 2.62563
Step 15020: loss = 2.74378
Step 15025: loss = 2.58226
Step 15030: loss = 2.66295
Step 15035: loss = 2.60088
Step 15040: loss = 2.74009
Step 15045: loss = 2.66755
Step 15050: loss = 2.67883
Step 15055: loss = 2.54507
Step 15060: loss = 2.54467
Step 15065: loss = 2.74820
Step 15070: loss = 2.79825
Step 15075: loss = 2.75792
Step 15080: loss = 2.70201
Step 15085: loss = 2.72730
Step 15090: loss = 2.65189
Step 15095: loss = 2.97049
Step 15100: loss = 2.82853
Step 15105: loss = 2.81042
Step 15110: loss = 2.93651
Step 15115: loss = 2.62841
Step 15120: loss = 2.73952
Step 15125: loss = 2.75722
Step 15130: loss = 2.63957
Step 15135: loss = 3.03248
Step 15140: loss = 2.60666
Step 15145: loss = 2.64351
Step 15150: loss = 2.52847
Step 15155: loss = 2.88482
Step 15160: loss = 2.67057
Step 15165: loss = 2.58237
Step 15170: loss = 2.59665
Step 15175: loss = 2.70933
Step 15180: loss = 2.57865
Step 15185: loss = 2.69892
Step 15190: loss = 2.72954
Step 15195: loss = 2.70406
Step 15200: loss = 2.47969
Step 15205: loss = 2.68749
Step 15210: loss = 2.74248
Training Data Eval:
  Num examples: 49920, Num correct: 6385, Precision @ 1: 0.1279
('Testing Data Eval: EPOCH->', 40)
  Num examples: 9984, Num correct: 1292, Precision @ 1: 0.1294
Step 15215: loss = 2.95434
Step 15220: loss = 2.50686
Step 15225: loss = 2.78135
Step 15230: loss = 2.92930
Step 15235: loss = 2.90557
Step 15240: loss = 2.62634
Step 15245: loss = 2.71514
Step 15250: loss = 2.64193
Step 15255: loss = 2.60981
Step 15260: loss = 2.60044
Step 15265: loss = 2.70860
Step 15270: loss = 2.83156
Step 15275: loss = 2.66148
Step 15280: loss = 2.50243
Step 15285: loss = 2.77177
Step 15290: loss = 2.81934
Step 15295: loss = 2.91737
Step 15300: loss = 2.91057
Step 15305: loss = 2.58006
Step 15310: loss = 2.69882
Step 15315: loss = 2.58312
Step 15320: loss = 2.62874
Step 15325: loss = 2.62577
Step 15330: loss = 2.64976
Step 15335: loss = 2.63211
Step 15340: loss = 2.76485
Step 15345: loss = 2.56473
Step 15350: loss = 2.67201
Step 15355: loss = 2.53862
Step 15360: loss = 2.62221
Step 15365: loss = 2.93474
Step 15370: loss = 2.54067
Step 15375: loss = 2.67891
Step 15380: loss = 2.63184
Step 15385: loss = 2.73093
Step 15390: loss = 2.80186
Step 15395: loss = 2.73355
Step 15400: loss = 2.59837
Step 15405: loss = 2.63818
Step 15410: loss = 2.78118
Step 15415: loss = 2.52077
Step 15420: loss = 2.66471
Step 15425: loss = 2.66823
Step 15430: loss = 2.65706
Step 15435: loss = 2.65723
Step 15440: loss = 2.74687
Step 15445: loss = 2.63336
Step 15450: loss = 2.75465
Step 15455: loss = 2.57196
Step 15460: loss = 2.56068
Step 15465: loss = 2.86956
Step 15470: loss = 2.78762
Step 15475: loss = 2.87331
Step 15480: loss = 2.50648
Step 15485: loss = 2.73660
Step 15490: loss = 2.77866
Step 15495: loss = 2.83517
Step 15500: loss = 2.73849
Step 15505: loss = 2.60264
Step 15510: loss = 2.86291
Step 15515: loss = 2.85775
Step 15520: loss = 2.85860
Step 15525: loss = 2.81504
Step 15530: loss = 2.60918
Step 15535: loss = 2.63628
Step 15540: loss = 2.70923
Step 15545: loss = 2.66567
Step 15550: loss = 2.91572
Step 15555: loss = 2.63208
Step 15560: loss = 2.73317
Step 15565: loss = 2.71384
Step 15570: loss = 2.78816
Step 15575: loss = 2.65743
Step 15580: loss = 2.71124
Step 15585: loss = 2.54405
Step 15590: loss = 2.56942
Step 15595: loss = 2.72818
Step 15600: loss = 2.82189
Training Data Eval:
  Num examples: 49920, Num correct: 6589, Precision @ 1: 0.1320
('Testing Data Eval: EPOCH->', 41)
  Num examples: 9984, Num correct: 1397, Precision @ 1: 0.1399
Step 15605: loss = 2.67791
Step 15610: loss = 2.76240
Step 15615: loss = 2.40087
Step 15620: loss = 2.56016
Step 15625: loss = 2.68803
Step 15630: loss = 2.75201
Step 15635: loss = 2.79484
Step 15640: loss = 2.77574
Step 15645: loss = 2.81306
Step 15650: loss = 2.62564
Step 15655: loss = 2.59704
Step 15660: loss = 2.74558
Step 15665: loss = 2.49262
Step 15670: loss = 2.69585
Step 15675: loss = 2.57438
Step 15680: loss = 2.75417
Step 15685: loss = 2.54332
Step 15690: loss = 2.62483
Step 15695: loss = 2.58620
Step 15700: loss = 2.54423
Step 15705: loss = 2.67800
Step 15710: loss = 2.82318
Step 15715: loss = 2.50260
Step 15720: loss = 2.64369
Step 15725: loss = 2.68064
Step 15730: loss = 2.77166
Step 15735: loss = 2.52805
Step 15740: loss = 2.68751
Step 15745: loss = 2.68043
Step 15750: loss = 2.87123
Step 15755: loss = 2.95083
Step 15760: loss = 2.86574
Step 15765: loss = 2.81876
Step 15770: loss = 2.84194
Step 15775: loss = 2.71725
Step 15780: loss = 2.62574
Step 15785: loss = 2.69003
Step 15790: loss = 2.61571
Step 15795: loss = 2.71425
Step 15800: loss = 2.67522
Step 15805: loss = 2.78604
Step 15810: loss = 2.84527
Step 15815: loss = 2.61151
Step 15820: loss = 2.66399
Step 15825: loss = 2.73069
Step 15830: loss = 2.91465
Step 15835: loss = 2.83170
Step 15840: loss = 2.89956
Step 15845: loss = 3.07162
Step 15850: loss = 3.21875
Step 15855: loss = 2.82436
Step 15860: loss = 2.85700
Step 15865: loss = 2.87247
Step 15870: loss = 2.75225
Step 15875: loss = 2.74632
Step 15880: loss = 2.93165
Step 15885: loss = 2.85246
Step 15890: loss = 2.61930
Step 15895: loss = 2.88722
Step 15900: loss = 2.86042
Step 15905: loss = 2.70067
Step 15910: loss = 2.99080
Step 15915: loss = 2.70541
Step 15920: loss = 2.54575
Step 15925: loss = 2.52296
Step 15930: loss = 2.58421
Step 15935: loss = 2.73794
Step 15940: loss = 2.86157
Step 15945: loss = 2.64096
Step 15950: loss = 2.77559
Step 15955: loss = 2.76682
Step 15960: loss = 2.55834
Step 15965: loss = 2.66785
Step 15970: loss = 2.78089
Step 15975: loss = 2.71521
Step 15980: loss = 2.85835
Step 15985: loss = 2.68874
Step 15990: loss = 2.78969
Training Data Eval:
  Num examples: 49920, Num correct: 6537, Precision @ 1: 0.1309
('Testing Data Eval: EPOCH->', 42)
  Num examples: 9984, Num correct: 1249, Precision @ 1: 0.1251
Step 15995: loss = 2.70488
Step 16000: loss = 2.65120
Step 16005: loss = 2.56883
Step 16010: loss = 2.89573
Step 16015: loss = 2.71377
Step 16020: loss = 2.75932
Step 16025: loss = 2.73953
Step 16030: loss = 2.58162
Step 16035: loss = 2.57900
Step 16040: loss = 2.55453
Step 16045: loss = 2.75556
Step 16050: loss = 2.63536
Step 16055: loss = 2.82506
Step 16060: loss = 3.06830
Step 16065: loss = 2.73218
Step 16070: loss = 2.53411
Step 16075: loss = 3.01150
Step 16080: loss = 2.54508
Step 16085: loss = 2.78010
Step 16090: loss = 2.71780
Step 16095: loss = 2.80036
Step 16100: loss = 2.51744
Step 16105: loss = 2.64941
Step 16110: loss = 2.76174
Step 16115: loss = 2.62736
Step 16120: loss = 2.69595
Step 16125: loss = 2.65885
Step 16130: loss = 2.46119
Step 16135: loss = 2.86544
Step 16140: loss = 2.78873
Step 16145: loss = 2.66261
Step 16150: loss = 2.88688
Step 16155: loss = 2.80689
Step 16160: loss = 2.65786
Step 16165: loss = 2.75855
Step 16170: loss = 3.23038
Step 16175: loss = 2.77708
Step 16180: loss = 2.73545
Step 16185: loss = 2.65773
Step 16190: loss = 2.60246
Step 16195: loss = 2.62303
Step 16200: loss = 2.84207
Step 16205: loss = 3.00642
Step 16210: loss = 2.49860
Step 16215: loss = 2.71922
Step 16220: loss = 2.57564
Step 16225: loss = 2.68578
Step 16230: loss = 2.72689
Step 16235: loss = 2.79592
Step 16240: loss = 2.74282
Step 16245: loss = 2.65612
Step 16250: loss = 2.64642
Step 16255: loss = 2.55503
Step 16260: loss = 2.73132
Step 16265: loss = 2.73176
Step 16270: loss = 2.85104
Step 16275: loss = 2.51574
Step 16280: loss = 2.69209
Step 16285: loss = 2.82029
Step 16290: loss = 2.69726
Step 16295: loss = 2.75271
Step 16300: loss = 2.63694
Step 16305: loss = 2.71701
Step 16310: loss = 2.75525
Step 16315: loss = 2.77106
Step 16320: loss = 2.62414
Step 16325: loss = 2.62728
Step 16330: loss = 2.55693
Step 16335: loss = 2.65799
Step 16340: loss = 2.63514
Step 16345: loss = 2.83995
Step 16350: loss = 2.70838
Step 16355: loss = 2.62646
Step 16360: loss = 2.75922
Step 16365: loss = 2.63118
Step 16370: loss = 2.70536
Step 16375: loss = 2.82611
Step 16380: loss = 2.65259
Training Data Eval:
  Num examples: 49920, Num correct: 6337, Precision @ 1: 0.1269
('Testing Data Eval: EPOCH->', 43)
  Num examples: 9984, Num correct: 1341, Precision @ 1: 0.1343
Step 16385: loss = 2.79086
Step 16390: loss = 2.74492
Step 16395: loss = 2.61619
Step 16400: loss = 2.81419
Step 16405: loss = 2.81515
Step 16410: loss = 3.00812
Step 16415: loss = 2.76930
Step 16420: loss = 2.69907
Step 16425: loss = 2.83116
Step 16430: loss = 2.67679
Step 16435: loss = 2.79152
Step 16440: loss = 2.48237
Step 16445: loss = 2.82531
Step 16450: loss = 2.65921
Step 16455: loss = 2.82877
Step 16460: loss = 2.81676
Step 16465: loss = 2.81876
Step 16470: loss = 2.75224
Step 16475: loss = 2.64823
Step 16480: loss = 2.82922
