Student with multiple layers approach
Step 9245: loss = 1.18578
Step 9250: loss = 1.10621
Step 9255: loss = 1.04686
Step 9260: loss = 0.97146
Step 9265: loss = 0.85297
Step 9270: loss = 1.01696
Step 9275: loss = 1.06963
Step 9280: loss = 1.12675
Step 9285: loss = 1.28572
Step 9290: loss = 0.86264
Step 9295: loss = 0.95838
Step 9300: loss = 0.90132
Step 9305: loss = 1.01047
Step 9310: loss = 1.13835
Step 9315: loss = 1.18125
Step 9320: loss = 1.24119
Step 9325: loss = 0.79790
Step 9330: loss = 1.00785
Step 9335: loss = 0.86473
Step 9340: loss = 1.00612
Step 9345: loss = 0.96124
Step 9350: loss = 0.82648
Step 9355: loss = 0.89224
Step 9360: loss = 0.95718
Step 9365: loss = 1.03994
Step 9370: loss = 1.10806
Step 9375: loss = 1.05633
Step 9380: loss = 1.19804
Step 9385: loss = 1.30488
Step 9390: loss = 1.20056
Step 9395: loss = 1.17435
Step 9400: loss = 1.17731
Step 9405: loss = 1.09287
Step 9410: loss = 0.91325
Step 9415: loss = 1.22794
Step 9420: loss = 1.21316
Step 9425: loss = 1.03654
Step 9430: loss = 1.45270
Step 9435: loss = 0.92302
Step 9440: loss = 1.09529
Step 9445: loss = 1.05488
Step 9450: loss = 1.06158
Step 9455: loss = 1.12640
Step 9460: loss = 0.99450
Step 9465: loss = 0.99936
Step 9470: loss = 0.97848
Step 9475: loss = 0.95318
Step 9480: loss = 0.74027
Step 9485: loss = 0.81399
Step 9490: loss = 0.98142
Step 9495: loss = 0.91381
Step 9500: loss = 0.80667
Step 9505: loss = 0.98616
Step 9510: loss = 1.18792
Step 9515: loss = 0.98015
Step 9520: loss = 1.51830
Step 9525: loss = 1.40587
Step 9530: loss = 1.12590
Step 9535: loss = 1.23020
Step 9540: loss = 1.05563
Step 9545: loss = 1.42463
Step 9550: loss = 1.16454
Step 9555: loss = 1.18009
Step 9560: loss = 1.19459
Step 9565: loss = 1.10147
Step 9570: loss = 1.14980
Step 9575: loss = 1.08259
Step 9580: loss = 1.00607
Step 9585: loss = 1.37206
Step 9590: loss = 0.91807
Step 9595: loss = 1.11497
Step 9600: loss = 1.12243
Step 9605: loss = 1.01723
Step 9610: loss = 0.96516
Step 9615: loss = 1.14470
Step 9620: loss = 1.11980
Step 9625: loss = 1.34460
Step 9630: loss = 1.25729
Step 9635: loss = 0.82373
Step 9640: loss = 0.96176
Step 9645: loss = 1.54163
Step 9650: loss = 0.94482
Step 9655: loss = 0.93269
Step 9660: loss = 0.98550
Step 9665: loss = 1.19442
Step 9670: loss = 1.04337
Step 9675: loss = 1.32170
Step 9680: loss = 1.18811
Step 9685: loss = 1.17833
Step 9690: loss = 1.10416
Step 9695: loss = 1.03815
Step 9700: loss = 1.26162
Step 9705: loss = 1.03219
Step 9710: loss = 1.19813
Step 9715: loss = 0.88224
Step 9720: loss = 0.85697
Step 9725: loss = 1.03614
Step 9730: loss = 1.07087
Step 9735: loss = 1.20882
Step 9740: loss = 0.83782
Step 9745: loss = 1.09895
Step 9750: loss = 0.99446
Step 9755: loss = 0.72428
Step 9760: loss = 1.01657
Step 9765: loss = 1.06698
Step 9770: loss = 0.93483
Step 9775: loss = 1.07154
Step 9780: loss = 1.15969
Step 9785: loss = 0.87915
Step 9790: loss = 0.69577
Step 9795: loss = 1.33895
Step 9800: loss = 1.20506
Step 9805: loss = 1.33425
Step 9810: loss = 0.64216
Step 9815: loss = 1.20335
Step 9820: loss = 1.05379
Step 9825: loss = 1.42349
Step 9830: loss = 0.82177
Step 9835: loss = 1.05798
Step 9840: loss = 1.09381
Step 9845: loss = 1.08973
Step 9850: loss = 1.18219
Step 9855: loss = 1.25572
Step 9860: loss = 1.31852
Step 9865: loss = 0.94487
Step 9870: loss = 0.97955
Step 9875: loss = 1.03240
Step 9880: loss = 0.90354
Step 9885: loss = 1.03392
Step 9890: loss = 1.31608
Step 9895: loss = 0.97260
Step 9900: loss = 0.84764
Step 9905: loss = 1.05134
Step 9910: loss = 1.11129
Step 9915: loss = 0.88747
Step 9920: loss = 1.24572
Step 9925: loss = 0.97678
Step 9930: loss = 0.96194
Step 9935: loss = 0.98634
Step 9940: loss = 1.33403
Step 9945: loss = 1.05509
Step 9950: loss = 0.94579
Step 9955: loss = 1.37917
Step 9960: loss = 0.92070
Step 9965: loss = 0.74756
Step 9970: loss = 1.10944
Step 9975: loss = 1.16732
Step 9980: loss = 0.96474
Step 9985: loss = 0.82464
Step 9990: loss = 1.50517
Step 9995: loss = 1.11391
Step 10000: loss = 1.18510
Training Data Eval:
  Num examples: 50000, Num correct: 32852, Precision @ 1: 0.6570
('Testing Data Eval: EPOCH->', 11)
  Num examples: 10000, Num correct: 5974, Precision @ 1: 0.5974
Step 10005: loss = 0.97450
Step 10010: loss = 0.63300
Step 10015: loss = 1.01115
Step 10020: loss = 1.09754
Step 10025: loss = 0.77115
Step 10030: loss = 0.99596
Step 10035: loss = 1.12714
Step 10040: loss = 1.26518
Step 10045: loss = 1.12305
Step 10050: loss = 0.87824
Step 10055: loss = 0.83798
Step 10060: loss = 0.90863
Step 10065: loss = 0.98860
Step 10070: loss = 1.14399
Step 10075: loss = 0.92056
Step 10080: loss = 1.05390
Step 10085: loss = 0.88353
Step 10090: loss = 1.27394
Step 10095: loss = 0.88746
Step 10100: loss = 0.88781
Step 10105: loss = 1.06915
Step 10110: loss = 0.71974
Step 10115: loss = 1.03762
Step 10120: loss = 1.08306
Step 10125: loss = 1.19480
Step 10130: loss = 0.99374
Step 10135: loss = 0.78772
Step 10140: loss = 0.96682
Step 10145: loss = 0.88402
Step 10150: loss = 1.24804
Step 10155: loss = 0.88575
Step 10160: loss = 1.12403
Step 10165: loss = 0.99736
Step 10170: loss = 1.09956
Step 10175: loss = 1.02959
Step 10180: loss = 0.87610
Step 10185: loss = 1.03427
Step 10190: loss = 1.16918
Step 10195: loss = 1.14690
Step 10200: loss = 1.17305
Step 10205: loss = 1.14715
Step 10210: loss = 1.13272
Step 10215: loss = 1.18040
Step 10220: loss = 1.02849
Step 10225: loss = 1.23146
Step 10230: loss = 1.20360
Step 10235: loss = 0.85125
Step 10240: loss = 1.36340
Step 10245: loss = 1.24916
Step 10250: loss = 0.78187
Step 10255: loss = 1.14888
Step 10260: loss = 1.17317
Step 10265: loss = 0.93146
Step 10270: loss = 1.24917
Step 10275: loss = 0.92330
Step 10280: loss = 0.96507
Step 10285: loss = 0.93124
Step 10290: loss = 1.23539
Step 10295: loss = 1.08865
Step 10300: loss = 0.96500
Step 10305: loss = 1.09331
Step 10310: loss = 0.93549
Step 10315: loss = 0.99390
Step 10320: loss = 0.69382
Step 10325: loss = 0.87496
Step 10330: loss = 1.09540
Step 10335: loss = 1.14610
Step 10340: loss = 0.94616
Step 10345: loss = 0.92123
Step 10350: loss = 0.90163
Step 10355: loss = 0.56262
Step 10360: loss = 0.78988
Step 10365: loss = 1.02407
Step 10370: loss = 0.89425
Step 10375: loss = 1.08177
Step 10380: loss = 0.96702
Step 10385: loss = 0.89641
Step 10390: loss = 0.99459
Step 10395: loss = 1.24063
Step 10400: loss = 1.34153
Step 10405: loss = 0.84356
Step 10410: loss = 0.86299
Step 10415: loss = 0.97531
Step 10420: loss = 0.84736
Step 10425: loss = 1.10155
Step 10430: loss = 0.97264
Step 10435: loss = 0.89104
Step 10440: loss = 0.84275
Step 10445: loss = 0.99858
Step 10450: loss = 0.99152
Step 10455: loss = 1.01852
Step 10460: loss = 0.87192
Step 10465: loss = 1.66350
Step 10470: loss = 0.68869
Step 10475: loss = 1.02771
Step 10480: loss = 1.06166
Step 10485: loss = 0.85401
Step 10490: loss = 0.63801
Step 10495: loss = 1.01088
Step 10500: loss = 1.17167
Step 10505: loss = 0.99787
Step 10510: loss = 0.98065
Step 10515: loss = 1.17971
Step 10520: loss = 1.46689
Step 10525: loss = 1.23116
Step 10530: loss = 1.03301
Step 10535: loss = 0.95863
Step 10540: loss = 0.91253
Step 10545: loss = 1.13102
Step 10550: loss = 0.93332
Step 10555: loss = 0.99055
Step 10560: loss = 0.90910
Step 10565: loss = 1.48079
Step 10570: loss = 0.87323
Step 10575: loss = 0.87924
Step 10580: loss = 1.22886
Step 10585: loss = 1.01204
Step 10590: loss = 0.91820
Step 10595: loss = 0.97305
Step 10600: loss = 1.05413
Step 10605: loss = 0.89224
Step 10610: loss = 1.01251
Step 10615: loss = 1.23876
Step 10620: loss = 0.95642
Step 10625: loss = 0.88122
Step 10630: loss = 0.89574
Step 10635: loss = 1.05391
Step 10640: loss = 1.11879
Step 10645: loss = 1.24295
Step 10650: loss = 1.09801
Step 10655: loss = 1.04078
Step 10660: loss = 1.10541
Step 10665: loss = 1.14321
Step 10670: loss = 1.17747
Step 10675: loss = 1.09958
Step 10680: loss = 1.10870
Step 10685: loss = 0.87136
Step 10690: loss = 1.07239
Step 10695: loss = 0.94351
Step 10700: loss = 1.05575
Step 10705: loss = 0.93194
Step 10710: loss = 0.90656
Step 10715: loss = 0.89190
Step 10720: loss = 1.15125
Step 10725: loss = 0.84645
Step 10730: loss = 0.88716
Step 10735: loss = 0.92099
Step 10740: loss = 1.07633
Step 10745: loss = 0.91734
Step 10750: loss = 1.32738
Step 10755: loss = 1.07158
Step 10760: loss = 1.01332
Step 10765: loss = 1.12494
Step 10770: loss = 1.10247
Step 10775: loss = 0.79457
Step 10780: loss = 0.66833
Step 10785: loss = 0.91128
Step 10790: loss = 1.16166
Step 10795: loss = 0.98861
Step 10800: loss = 1.00657
Step 10805: loss = 0.77640
Step 10810: loss = 0.76739
Step 10815: loss = 0.86756
Step 10820: loss = 1.14859
Step 10825: loss = 1.23684
Step 10830: loss = 1.10179
Step 10835: loss = 1.08882
Step 10840: loss = 0.98257
Step 10845: loss = 1.02423
Step 10850: loss = 0.87222
Step 10855: loss = 1.22013
Step 10860: loss = 0.90119
Step 10865: loss = 1.02917
Step 10870: loss = 1.32682
Step 10875: loss = 0.86402
Step 10880: loss = 0.76327
Step 10885: loss = 0.70256
Step 10890: loss = 1.00646
Step 10895: loss = 0.80369
Step 10900: loss = 1.36156
Step 10905: loss = 0.99568
Step 10910: loss = 1.06947
Step 10915: loss = 0.99995
Step 10920: loss = 1.00725
Step 10925: loss = 0.90597
Step 10930: loss = 0.94436
Step 10935: loss = 1.12322
Step 10940: loss = 0.86468
Step 10945: loss = 1.24812
Step 10950: loss = 0.73387
Step 10955: loss = 0.89895
Step 10960: loss = 0.73595
Step 10965: loss = 0.80432
Step 10970: loss = 1.14375
Step 10975: loss = 1.49890
Step 10980: loss = 1.23064
Step 10985: loss = 0.86791
Step 10990: loss = 0.71257
Step 10995: loss = 0.80734
Step 11000: loss = 0.82956
Training Data Eval:
  Num examples: 50000, Num correct: 31851, Precision @ 1: 0.6370
('Testing Data Eval: EPOCH->', 12)
  Num examples: 10000, Num correct: 5975, Precision @ 1: 0.5975
Step 11005: loss = 1.30801
Step 11010: loss = 0.99862
Step 11015: loss = 0.85770
Step 11020: loss = 0.83824
Step 11025: loss = 1.04662
Step 11030: loss = 0.74685
Step 11035: loss = 0.86077
Step 11040: loss = 0.95920
Step 11045: loss = 1.04989
Step 11050: loss = 0.95290
Step 11055: loss = 0.89483
Step 11060: loss = 0.80120
Step 11065: loss = 1.14173
Step 11070: loss = 0.95238
Step 11075: loss = 0.95843
Step 11080: loss = 0.91858
Step 11085: loss = 0.99650
Step 11090: loss = 0.90776
Step 11095: loss = 1.08725
Step 11100: loss = 0.85249
Step 11105: loss = 1.04168
Step 11110: loss = 0.99738
Step 11115: loss = 0.74654
Step 11120: loss = 1.01766
Step 11125: loss = 0.81760
Step 11130: loss = 0.72400
Step 11135: loss = 0.80883
Step 11140: loss = 0.79177
Step 11145: loss = 0.96968
Step 11150: loss = 1.00232
Step 11155: loss = 0.91131
Step 11160: loss = 1.34356
Step 11165: loss = 1.06412
Step 11170: loss = 1.06796
Step 11175: loss = 1.11928
Step 11180: loss = 0.98480
Step 11185: loss = 0.88608
Step 11190: loss = 1.30437
Step 11195: loss = 1.02785
Step 11200: loss = 0.99352
Step 11205: loss = 0.75773
Step 11210: loss = 0.76381
Step 11215: loss = 1.01769
Step 11220: loss = 1.24380
Step 11225: loss = 0.85310
Step 11230: loss = 0.97740
Step 11235: loss = 0.84300
Step 11240: loss = 1.12929
Step 11245: loss = 1.17565
Step 11250: loss = 1.09454
Step 11255: loss = 0.75272
Step 11260: loss = 0.83462
Step 11265: loss = 1.02056
Step 11270: loss = 0.77252
Step 11275: loss = 1.02793
Step 11280: loss = 0.65443
Step 11285: loss = 0.88749
Step 11290: loss = 0.87817
Step 11295: loss = 0.98165
Step 11300: loss = 0.98414
Step 11305: loss = 0.82996
Step 11310: loss = 0.75505
Step 11315: loss = 0.96636
Step 11320: loss = 0.79231
Step 11325: loss = 0.89210
Step 11330: loss = 0.62243
Step 11335: loss = 1.01556
Step 11340: loss = 1.06676
Step 11345: loss = 0.88494
Step 11350: loss = 0.83702
Step 11355: loss = 0.83426
Step 11360: loss = 1.02488
Step 11365: loss = 0.69582
Step 11370: loss = 1.16148
Step 11375: loss = 1.01284
Step 11380: loss = 1.29966
Step 11385: loss = 1.17289
Step 11390: loss = 1.05650
Step 11395: loss = 0.70316
Step 11400: loss = 0.80383
Step 11405: loss = 0.82890
Step 11410: loss = 0.93750
Step 11415: loss = 0.81980
Step 11420: loss = 0.78515
Step 11425: loss = 1.10613
Step 11430: loss = 0.82549
Step 11435: loss = 1.04415
Step 11440: loss = 0.63367
Step 11445: loss = 0.81252
Step 11450: loss = 0.71312
Step 11455: loss = 1.03301
Step 11460: loss = 0.86444
Step 11465: loss = 1.02425
Step 11470: loss = 0.97798
Step 11475: loss = 0.94993
Step 11480: loss = 1.01639
Step 11485: loss = 1.06875
Step 11490: loss = 0.89846
Step 11495: loss = 0.98698
Step 11500: loss = 0.76047
Step 11505: loss = 1.04838
Step 11510: loss = 0.96407
Step 11515: loss = 0.84987
Step 11520: loss = 0.88666
Step 11525: loss = 0.76964
Step 11530: loss = 1.08053
Step 11535: loss = 0.89778
Step 11540: loss = 1.03127
Step 11545: loss = 0.78199
Step 11550: loss = 0.72504
Step 11555: loss = 1.00289
Step 11560: loss = 0.98447
Step 11565: loss = 0.96823
Step 11570: loss = 1.27553
Step 11575: loss = 0.74448
Step 11580: loss = 0.80326
Step 11585: loss = 0.77885
Step 11590: loss = 0.65573
Step 11595: loss = 0.91488
Step 11600: loss = 0.84682
Step 11605: loss = 0.93172
Step 11610: loss = 1.27608
Step 11615: loss = 0.97942
Step 11620: loss = 1.10884
Step 11625: loss = 0.75272
Step 11630: loss = 1.19046
Step 11635: loss = 1.04330
Step 11640: loss = 0.93596
Step 11645: loss = 1.05394
Step 11650: loss = 0.93984
Step 11655: loss = 0.85332
Step 11660: loss = 1.11622
Step 11665: loss = 1.26954
Step 11670: loss = 1.08719
Step 11675: loss = 0.96582
Step 11680: loss = 1.03666
Step 11685: loss = 0.77643
Step 11690: loss = 0.98223
Step 11695: loss = 0.96302
Step 11700: loss = 0.87107
Step 11705: loss = 1.10041
Step 11710: loss = 0.94291
Step 11715: loss = 0.68084
Step 11720: loss = 1.13482
Step 11725: loss = 1.04885
Step 11730: loss = 0.98663
Step 11735: loss = 0.85577
Step 11740: loss = 0.95018
Step 11745: loss = 0.84416
Step 11750: loss = 1.13182
Step 11755: loss = 1.02286
Step 11760: loss = 1.25029
Step 11765: loss = 1.13230
Step 11770: loss = 0.77992
Step 11775: loss = 1.20908
Step 11780: loss = 1.06775
Step 11785: loss = 0.85505
Step 11790: loss = 1.10113
Step 11795: loss = 1.01839
Step 11800: loss = 0.86321
Step 11805: loss = 1.06307
Step 11810: loss = 1.02403
Step 11815: loss = 1.07273
Step 11820: loss = 1.09057
Step 11825: loss = 0.72365
Step 11830: loss = 1.15553
Step 11835: loss = 0.86188
Step 11840: loss = 0.93316
Step 11845: loss = 0.81229
Step 11850: loss = 0.99736
Step 11855: loss = 0.71576
Step 11860: loss = 1.17141
Step 11865: loss = 0.64052
Step 11870: loss = 0.83703
Step 11875: loss = 1.06801
Step 11880: loss = 0.88886
Step 11885: loss = 1.07698
Step 11890: loss = 1.05155
Step 11895: loss = 1.02301
Step 11900: loss = 1.16616
Step 11905: loss = 0.56116
Step 11910: loss = 0.80856
Step 11915: loss = 0.72638
Step 11920: loss = 1.14480
Step 11925: loss = 0.99016
Step 11930: loss = 0.62266
Step 11935: loss = 0.87248
Step 11940: loss = 0.92958
Step 11945: loss = 1.43320
Step 11950: loss = 0.82822
Step 11955: loss = 0.69835
Step 11960: loss = 0.86176
Step 11965: loss = 0.81216
Step 11970: loss = 0.91516
Step 11975: loss = 1.25211
Step 11980: loss = 1.08960
Step 11985: loss = 0.76960
Step 11990: loss = 0.99900
Step 11995: loss = 1.07570
Step 12000: loss = 0.98633
Training Data Eval:
  Num examples: 50000, Num correct: 34441, Precision @ 1: 0.6888
('Testing Data Eval: EPOCH->', 13)
  Num examples: 10000, Num correct: 6266, Precision @ 1: 0.6266
Step 12005: loss = 0.95172
Step 12010: loss = 0.92932
Step 12015: loss = 0.72607
Step 12020: loss = 1.19742
Step 12025: loss = 0.79153
Step 12030: loss = 0.93624
Step 12035: loss = 1.06299
Step 12040: loss = 0.97627
Step 12045: loss = 1.10276
Step 12050: loss = 0.81956
Step 12055: loss = 0.62728
Step 12060: loss = 0.84189
Step 12065: loss = 0.80747
Step 12070: loss = 0.97324
Step 12075: loss = 1.25895
Step 12080: loss = 0.97009
Step 12085: loss = 0.72824
Step 12090: loss = 1.20314
Step 12095: loss = 0.94083
Step 12100: loss = 0.94411
Step 12105: loss = 0.84464
Step 12110: loss = 0.98875
Step 12115: loss = 1.03165
Step 12120: loss = 1.32932
Step 12125: loss = 0.90149
Step 12130: loss = 0.68316
Step 12135: loss = 0.98117
Step 12140: loss = 0.96281
Step 12145: loss = 0.90691
Step 12150: loss = 0.99844
Step 12155: loss = 0.68617
Step 12160: loss = 1.01910
Step 12165: loss = 0.94367
Step 12170: loss = 1.02509
Step 12175: loss = 0.98858
Step 12180: loss = 0.72970
Step 12185: loss = 0.69353
Step 12190: loss = 0.90712
Step 12195: loss = 0.98930
Step 12200: loss = 1.30667
Step 12205: loss = 1.09019
Step 12210: loss = 0.90608
Step 12215: loss = 0.83817
Step 12220: loss = 0.76153
Step 12225: loss = 0.81698
Step 12230: loss = 1.09503
Step 12235: loss = 0.66333
Step 12240: loss = 0.57528
Step 12245: loss = 1.59717
Step 12250: loss = 1.01329
Step 12255: loss = 1.23647
Step 12260: loss = 0.61900
Step 12265: loss = 1.15839
Step 12270: loss = 1.13258
Step 12275: loss = 1.13974
Step 12280: loss = 0.76973
Step 12285: loss = 0.75677
Step 12290: loss = 0.94484
Step 12295: loss = 0.99989
Step 12300: loss = 0.73771
Step 12305: loss = 0.72063
Step 12310: loss = 0.70085
Step 12315: loss = 0.93446
Step 12320: loss = 0.82992
Step 12325: loss = 0.77569
Step 12330: loss = 0.76111
Step 12335: loss = 0.88632
Step 12340: loss = 0.76516
Step 12345: loss = 0.74625
Step 12350: loss = 0.72911
Step 12355: loss = 1.11972
Step 12360: loss = 0.91355
Step 12365: loss = 0.82036
Step 12370: loss = 0.92820
Step 12375: loss = 0.55588
Step 12380: loss = 1.01723
Step 12385: loss = 1.01592
Step 12390: loss = 0.86447
Step 12395: loss = 0.91783
Step 12400: loss = 1.25246
Step 12405: loss = 0.95274
Step 12410: loss = 1.16785
Step 12415: loss = 0.75767
Step 12420: loss = 0.78313
Step 12425: loss = 0.90035
Step 12430: loss = 0.89286
Step 12435: loss = 0.83424
Step 12440: loss = 0.88928
Step 12445: loss = 0.94671
Step 12450: loss = 0.86116
Step 12455: loss = 0.85461
Step 12460: loss = 0.86380
Step 12465: loss = 0.98390
Step 12470: loss = 0.85043
Step 12475: loss = 0.89833
Step 12480: loss = 0.82874
Step 12485: loss = 1.02595
Step 12490: loss = 0.76206
Step 12495: loss = 0.88358
Step 12500: loss = 0.83268
Step 12505: loss = 0.80009
Step 12510: loss = 0.87722
Step 12515: loss = 1.06587
Step 12520: loss = 1.16916
Step 12525: loss = 0.67009
Step 12530: loss = 1.02199
Step 12535: loss = 1.02474
Step 12540: loss = 1.01219
Step 12545: loss = 0.65644
Step 12550: loss = 0.91620
Step 12555: loss = 0.88309
Step 12560: loss = 1.05882
Step 12565: loss = 0.77502
Step 12570: loss = 0.82740
Step 12575: loss = 0.71602
Step 12580: loss = 1.07722
Step 12585: loss = 0.91309
Step 12590: loss = 1.07486
Step 12595: loss = 0.95419
Step 12600: loss = 1.04378
Step 12605: loss = 0.94874
Step 12610: loss = 0.92387
Step 12615: loss = 1.12917
Step 12620: loss = 0.64105
Step 12625: loss = 0.70519
Step 12630: loss = 1.04574
Step 12635: loss = 0.79459
Step 12640: loss = 0.57282
Step 12645: loss = 0.52764
Step 12650: loss = 1.07944
Step 12655: loss = 0.61637
Step 12660: loss = 1.11227
Step 12665: loss = 0.69875
Step 12670: loss = 1.14495
Step 12675: loss = 0.81377
Step 12680: loss = 0.63985
Step 12685: loss = 1.17641
Step 12690: loss = 0.78009
Step 12695: loss = 0.67712
Step 12700: loss = 0.87464
Step 12705: loss = 0.87820
Step 12710: loss = 0.89162
Step 12715: loss = 0.80382
Step 12720: loss = 1.07614
Step 12725: loss = 0.84284
Step 12730: loss = 0.92584
Step 12735: loss = 0.70265
Step 12740: loss = 1.16152
Step 12745: loss = 0.87185
Step 12750: loss = 1.11589
Step 12755: loss = 1.13467
Step 12760: loss = 0.96490
Step 12765: loss = 0.89222
Step 12770: loss = 1.04045
Step 12775: loss = 1.02390
Step 12780: loss = 0.87429
Step 12785: loss = 0.69866
Step 12790: loss = 0.71776
Step 12795: loss = 1.31750
Step 12800: loss = 1.00563
Step 12805: loss = 0.92592
Step 12810: loss = 0.78392
Step 12815: loss = 0.69632
Step 12820: loss = 0.99319
Step 12825: loss = 0.53263
Step 12830: loss = 0.82900
Step 12835: loss = 0.73424
Step 12840: loss = 1.00169
Step 12845: loss = 0.94728
Step 12850: loss = 1.07043
Step 12855: loss = 0.83353
Step 12860: loss = 0.69798
Step 12865: loss = 0.86230
Step 12870: loss = 0.87185
Step 12875: loss = 0.83100
Step 12880: loss = 1.10974
Step 12885: loss = 0.91988
Step 12890: loss = 0.87984
Step 12895: loss = 0.65763
Step 12900: loss = 0.91659
Step 12905: loss = 0.97853
Step 12910: loss = 1.08155
Step 12915: loss = 0.89536
Step 12920: loss = 0.92637
Step 12925: loss = 0.91705
Step 12930: loss = 0.78216
Step 12935: loss = 1.07944
Step 12940: loss = 0.63449
Step 12945: loss = 0.78747
Step 12950: loss = 0.87454
Step 12955: loss = 0.66069
Step 12960: loss = 1.19411
Step 12965: loss = 0.85196
Step 12970: loss = 0.59812
Step 12975: loss = 0.69617
Step 12980: loss = 0.90006
Step 12985: loss = 0.80574
Step 12990: loss = 0.57963
Step 12995: loss = 0.65542
Step 13000: loss = 1.06170
Training Data Eval:
  Num examples: 50000, Num correct: 35530, Precision @ 1: 0.7106
('Testing Data Eval: EPOCH->', 14)
  Num examples: 10000, Num correct: 6468, Precision @ 1: 0.6468
Step 13005: loss = 0.79146
Step 13010: loss = 0.65771
Step 13015: loss = 1.04975
Step 13020: loss = 0.74527
Step 13025: loss = 0.89090
Step 13030: loss = 0.73099
Step 13035: loss = 1.14645
Step 13040: loss = 0.75623
Step 13045: loss = 0.72918
Step 13050: loss = 0.98920
Step 13055: loss = 0.90559
Step 13060: loss = 1.23887
Step 13065: loss = 0.86075
Step 13070: loss = 0.89937
Step 13075: loss = 0.87605
Step 13080: loss = 0.82606
Step 13085: loss = 0.81258
Step 13090: loss = 0.59915
Step 13095: loss = 0.99781
Step 13100: loss = 0.78869
Step 13105: loss = 1.07532
Step 13110: loss = 0.72537
Step 13115: loss = 0.95824
Step 13120: loss = 0.78774
Step 13125: loss = 0.98549
Step 13130: loss = 0.73897
Step 13135: loss = 0.99301
Step 13140: loss = 0.76858
Step 13145: loss = 1.02018
Step 13150: loss = 0.78260
Step 13155: loss = 0.77143
Step 13160: loss = 0.99565
Step 13165: loss = 1.02674
Step 13170: loss = 1.12063
Step 13175: loss = 0.85575
Step 13180: loss = 0.79482
Step 13185: loss = 0.92532
Step 13190: loss = 0.72747
Step 13195: loss = 0.82882
Step 13200: loss = 0.85004
Step 13205: loss = 0.62602
Step 13210: loss = 0.96016
Step 13215: loss = 0.71151
Step 13220: loss = 0.77652
Step 13225: loss = 0.90159
Step 13230: loss = 0.93731
Step 13235: loss = 1.05718
Step 13240: loss = 0.94466
Step 13245: loss = 0.84641
Step 13250: loss = 0.93894
Step 13255: loss = 0.86934
Step 13260: loss = 0.85851
Step 13265: loss = 0.97688
Step 13270: loss = 0.77792
Step 13275: loss = 0.68432
Step 13280: loss = 0.89288
Step 13285: loss = 0.95373
Step 13290: loss = 0.98619
Step 13295: loss = 1.05781
Step 13300: loss = 0.72880
Step 13305: loss = 0.59149
Step 13310: loss = 0.74514
Step 13315: loss = 1.10567
Step 13320: loss = 0.87380
Step 13325: loss = 1.34374
Step 13330: loss = 0.78348
Step 13335: loss = 0.96667
Step 13340: loss = 0.76625
Step 13345: loss = 0.98915
Step 13350: loss = 0.79121
Step 13355: loss = 0.61702
Step 13360: loss = 0.78381
Step 13365: loss = 0.96256
Step 13370: loss = 0.84345
Step 13375: loss = 0.91734
Step 13380: loss = 0.82032
Step 13385: loss = 0.72771
Step 13390: loss = 0.69190
Step 13395: loss = 0.72989
Step 13400: loss = 0.67265
Step 13405: loss = 0.93713
Step 13410: loss = 0.66377
Step 13415: loss = 1.16171
Step 13420: loss = 1.00528
Step 13425: loss = 0.93078
Step 13430: loss = 1.13493
Step 13435: loss = 0.82086
Step 13440: loss = 0.90452
Step 13445: loss = 1.04427
Step 13450: loss = 0.83164
Step 13455: loss = 1.13209
Step 13460: loss = 0.59058
Step 13465: loss = 0.76613
Step 13470: loss = 0.65553
Step 13475: loss = 1.23644
Step 13480: loss = 0.82054
Step 13485: loss = 0.93881
Step 13490: loss = 0.79016
Step 13495: loss = 0.73150
Step 13500: loss = 0.81759
Step 13505: loss = 0.90417
Step 13510: loss = 1.01334
Step 13515: loss = 1.02502
Step 13520: loss = 0.87476
Step 13525: loss = 1.07718
Step 13530: loss = 0.62476
Step 13535: loss = 0.83846
Step 13540: loss = 1.05843
Step 13545: loss = 0.96638
Step 13550: loss = 0.71622
Step 13555: loss = 0.78614
Step 13560: loss = 0.73289
Step 13565: loss = 0.92270
Step 13570: loss = 0.92181
Step 13575: loss = 1.08355
Step 13580: loss = 0.52345
Step 13585: loss = 0.76919
Step 13590: loss = 0.76703
Step 13595: loss = 1.02512
Step 13600: loss = 0.50550
Step 13605: loss = 0.66953
Step 13610: loss = 0.78820
Step 13615: loss = 0.70230
Step 13620: loss = 1.07152
Step 13625: loss = 0.69945
Step 13630: loss = 0.93006
Step 13635: loss = 0.65002
Step 13640: loss = 1.02777
Step 13645: loss = 0.75609
Step 13650: loss = 0.98330
Step 13655: loss = 0.81218
Step 13660: loss = 0.88178
Step 13665: loss = 0.77886
Step 13670: loss = 1.53443
Step 13675: loss = 0.68762
Step 13680: loss = 0.86435
Step 13685: loss = 0.58268
Step 13690: loss = 0.78579
Step 13695: loss = 0.69904
Step 13700: loss = 0.63570
Step 13705: loss = 0.80191
Step 13710: loss = 0.89657
Step 13715: loss = 1.03926
Step 13720: loss = 0.92794
Step 13725: loss = 1.10721
Step 13730: loss = 0.66844
Step 13735: loss = 0.61981
Step 13740: loss = 1.00790
Step 13745: loss = 1.09095
Step 13750: loss = 0.90015
Step 13755: loss = 1.18796
Step 13760: loss = 1.00916
Step 13765: loss = 0.94587
Step 13770: loss = 0.92761
Step 13775: loss = 0.83426
